x,y,z,grid_size,area
659290.3593,959325.0,1403.6445,30.0,900.0
659290.3593,959295.0,1403.3568,30.0,900.0
659290.3593,959265.0,1403.0112,30.0,900.0
659290.3593,959235.0,1402.7693,30.0,900.0
659290.3593,959205.0,1402.6516,30.0,900.0
659290.3593,959175.0,1402.5876,30.0,900.0
659290.3593,959145.0,1402.3069,30.0,900.0
659290.3593,959115.0,1402.8152,30.0,900.0
659290.3593,959085.0,1402.5353,30.0,900.0
659290.3593,959055.0,1402.1512,30.0,900.0
659290.3593,959025.0,1398.6803,30.0,900.0
659290.3593,958995.0,1386.1364,30.0,900.0
659290.3593,958965.0,1398.6885,30.0,900.0
659290.3593,958935.0,1402.5073,30.0,900.0
659290.3593,958905.0,1402.099,30.0,900.0
659290.3593,958875.0,1402.2172,30.0,900.0
659290.3593,958845.0,1402.6971,30.0,900.0
659290.3593,958815.0,1403.4023,30.0,900.0
659290.3593,958785.0,1403.7701,30.0,900.0
659290.3593,958755.0,1403.96,30.0,900.0
659290.3593,958725.0,1404.3135,30.0,900.0
659290.3593,958695.0,1404.7479,30.0,900.0
659290.3593,958665.0,1405.0377,30.0,900.0
659290.3593,958635.0,1405.3854,30.0,900.0
659290.3593,958605.0,1405.9124,30.0,900.0
659320.3593,963885.0,1440.032,5280.0,27878400.0
659320.3593,963855.0,1438.8163,30.0,900.0
659320.3593,963825.0,1437.9186,30.0,900.0
659320.3593,963795.0,1436.5471,30.0,900.0
659320.3593,963765.0,1435.704,30.0,900.0
659320.3593,963735.0,1434.5731,30.0,900.0
659320.3593,963705.0,1430.2522,30.0,900.0
659320.3593,963675.0,1429.1287,30.0,900.0
659320.3593,963645.0,1428.9207,30.0,900.0
659320.3593,963615.0,1429.1121,30.0,900.0
659320.3593,963585.0,1429.4156,30.0,900.0
659320.3593,963555.0,1429.1704,30.0,900.0
659320.3593,963525.0,1426.0648,30.0,900.0
659320.3593,963495.0,1423.1885,30.0,900.0
659320.3593,963465.0,1422.95,30.0,900.0
659320.3593,963435.0,1422.6552,30.0,900.0
659320.3593,963405.0,1422.0165,30.0,900.0
659320.3593,963375.0,1420.8131,30.0,900.0
659320.3593,963345.0,1419.5352,30.0,900.0
659320.3593,963315.0,1419.5149,30.0,900.0
659320.3593,963285.0,1418.6846,30.0,900.0
659320.3593,963255.0,1417.7457,30.0,900.0
659320.3593,963225.0,1416.5281,30.0,900.0
659320.3593,963195.0,1415.8438,30.0,900.0
659320.3593,963165.0,1415.821,30.0,900.0
659320.3593,963135.0,1416.3823,30.0,900.0
659320.3593,963105.0,1415.6384,30.0,900.0
659320.3593,963075.0,1414.9304,30.0,900.0
659320.3593,963045.0,1414.3575,30.0,900.0
659320.3593,963015.0,1414.1677,30.0,900.0
659320.3593,962985.0,1413.8038,30.0,900.0
659320.3593,962955.0,1413.3396,30.0,900.0
659320.3593,962925.0,1413.2705,30.0,900.0
659320.3593,962895.0,1412.9438,30.0,900.0
659320.3593,962865.0,1412.7595,30.0,900.0
659320.3593,962835.0,1412.6088,30.0,900.0
659320.3593,962805.0,1412.5297,30.0,900.0
659320.3593,962775.0,1412.517,30.0,900.0
659320.3593,962745.0,1412.5048,30.0,900.0
659320.3593,962715.0,1412.493,30.0,900.0
659320.3593,962685.0,1412.444,30.0,900.0
659320.3593,962655.0,1412.1439,30.0,900.0
659320.3593,962625.0,1411.6732,30.0,900.0
659320.3593,962595.0,1411.5265,30.0,900.0
659320.3593,962565.0,1411.686,30.0,900.0
659320.3593,962535.0,1411.5648,30.0,900.0
659320.3593,962505.0,1411.3842,30.0,900.0
659320.3593,962475.0,1411.4177,30.0,900.0
659320.3593,962445.0,1411.3517,30.0,900.0
659320.3593,962415.0,1411.3074,30.0,900.0
659320.3593,962385.0,1411.3197,30.0,900.0
659320.3593,962355.0,1411.3784,30.0,900.0
659320.3593,962325.0,1411.3713,30.0,900.0
659320.3593,962295.0,1411.3931,30.0,900.0
659320.3593,962265.0,1411.9049,30.0,900.0
659320.3593,962235.0,1412.1367,30.0,900.0
659320.3593,962205.0,1411.9579,30.0,900.0
659320.3593,962175.0,1411.707,30.0,900.0
659320.3593,962145.0,1411.501,30.0,900.0
659320.3593,962115.0,1411.3571,30.0,900.0
659320.3593,962085.0,1411.2946,30.0,900.0
659320.3593,962055.0,1411.2236,30.0,900.0
659320.3593,962025.0,1411.049,30.0,900.0
659320.3593,961995.0,1411.1564,30.0,900.0
659320.3593,961965.0,1411.7024,30.0,900.0
659320.3593,961935.0,1412.0295,30.0,900.0
659320.3593,961905.0,1412.2921,30.0,900.0
659320.3593,961875.0,1412.2377,30.0,900.0
659320.3593,961845.0,1411.4301,30.0,900.0
659320.3593,961815.0,1411.4121,30.0,900.0
659320.3593,961785.0,1411.5822,30.0,900.0
659320.3593,961755.0,1411.8578,30.0,900.0
659320.3593,961725.0,1412.0953,30.0,900.0
659320.3593,961695.0,1412.5045,30.0,900.0
659320.3593,961665.0,1413.1193,30.0,900.0
659320.3593,961635.0,1413.236,30.0,900.0
659320.3593,961605.0,1413.2672,30.0,900.0
659320.3593,961575.0,1413.4673,30.0,900.0
659320.3593,961545.0,1413.3816,30.0,900.0
659320.3593,961515.0,1413.1038,30.0,900.0
659320.3593,961485.0,1412.6406,30.0,900.0
659320.3593,961455.0,1412.3241,30.0,900.0
659320.3593,961425.0,1412.2374,30.0,900.0
659320.3593,961395.0,1412.1765,30.0,900.0
659320.3593,961365.0,1412.2025,30.0,900.0
659320.3593,961335.0,1412.3057,30.0,900.0
659320.3593,961305.0,1412.5333,30.0,900.0
659320.3593,961275.0,1412.6368,30.0,900.0
659320.3593,961245.0,1412.8182,30.0,900.0
659320.3593,961215.0,1412.8569,30.0,900.0
659320.3593,961185.0,1412.0327,30.0,900.0
659320.3593,961155.0,1411.4537,30.0,900.0
659320.3593,961125.0,1411.1847,30.0,900.0
659320.3593,961095.0,1411.0015,30.0,900.0
659320.3593,961065.0,1410.96,30.0,900.0
659320.3593,961035.0,1411.0795,30.0,900.0
659320.3593,961005.0,1411.2357,30.0,900.0
659320.3593,960975.0,1411.2897,30.0,900.0
659320.3593,960945.0,1411.2198,30.0,900.0
659320.3593,960915.0,1411.1738,30.0,900.0
659320.3593,960885.0,1411.1814,30.0,900.0
659320.3593,960855.0,1411.1451,30.0,900.0
659320.3593,960825.0,1411.1404,30.0,900.0
659320.3593,960795.0,1410.6055,30.0,900.0
659320.3593,960765.0,1410.1229,30.0,900.0
659320.3593,960735.0,1409.5986,30.0,900.0
659320.3593,960705.0,1409.1156,30.0,900.0
659320.3593,960675.0,1408.8787,30.0,900.0
659320.3593,960645.0,1408.1606,30.0,900.0
659320.3593,960615.0,1407.4659,30.0,900.0
659320.3593,960585.0,1406.6863,30.0,900.0
659320.3593,960555.0,1406.713,30.0,900.0
659320.3593,960525.0,1406.4434,30.0,900.0
659320.3593,960495.0,1406.5464,30.0,900.0
659320.3593,960465.0,1406.9272,30.0,900.0
659320.3593,960435.0,1406.8008,30.0,900.0
659320.3593,960405.0,1406.7068,30.0,900.0
659320.3593,960375.0,1406.0686,30.0,900.0
659320.3593,960345.0,1405.7482,30.0,900.0
659320.3593,960315.0,1405.5693,30.0,900.0
659320.3593,960285.0,1406.1584,30.0,900.0
659320.3593,960255.0,1406.1151,30.0,900.0
659320.3593,960225.0,1405.4174,30.0,900.0
659320.3593,960195.0,1405.297,30.0,900.0
659320.3593,960165.0,1405.2115,30.0,900.0
659320.3593,960135.0,1405.0991,30.0,900.0
659320.3593,960105.0,1404.9998,30.0,900.0
659320.3593,960075.0,1404.9883,30.0,900.0
659320.3593,960045.0,1404.9813,30.0,900.0
659320.3593,960015.0,1404.8777,30.0,900.0
659320.3593,959985.0,1404.6926,30.0,900.0
659320.3593,959955.0,1404.7806,30.0,900.0
659320.3593,959925.0,1404.6193,30.0,900.0
659320.3593,959895.0,1404.4546,30.0,900.0
659320.3593,959865.0,1404.3827,30.0,900.0
659320.3593,959835.0,1404.3103,30.0,900.0
659320.3593,959805.0,1404.2346,30.0,900.0
659320.3593,959775.0,1404.2897,30.0,900.0
659320.3593,959745.0,1404.3793,30.0,900.0
659320.3593,959715.0,1404.3707,30.0,900.0
659320.3593,959685.0,1404.0092,30.0,900.0
659320.3593,959655.0,1403.9481,30.0,900.0
659320.3593,959625.0,1404.0101,30.0,900.0
659320.3593,959595.0,1404.1985,30.0,900.0
659320.3593,959565.0,1404.3657,30.0,900.0
659320.3593,959535.0,1404.2764,30.0,900.0
659320.3593,959505.0,1404.2863,30.0,900.0
659320.3593,959475.0,1404.4672,30.0,900.0
659320.3593,959445.0,1404.5524,30.0,900.0
659320.3593,959415.0,1404.4312,30.0,900.0
659320.3593,959385.0,1404.0219,30.0,900.0
659320.3593,959355.0,1403.578,30.0,900.0
659320.3593,959325.0,1403.3352,30.0,900.0
659320.3593,959295.0,1403.1953,30.0,900.0
659320.3593,959265.0,1403.0514,30.0,900.0
659320.3593,959235.0,1402.7911,30.0,900.0
659320.3593,959205.0,1402.8063,30.0,900.0
659320.3593,959175.0,1402.709,30.0,900.0
659320.3593,959145.0,1402.512,30.0,900.0
659320.3593,959115.0,1402.8556,30.0,900.0
659320.3593,959085.0,1402.6221,30.0,900.0
659320.3593,959055.0,1402.2186,30.0,900.0
659320.3593,959025.0,1398.7693,30.0,900.0
659320.3593,958995.0,1386.1898,30.0,900.0
659320.3593,958965.0,1399.0151,30.0,900.0
659320.3593,958935.0,1402.4238,30.0,900.0
659320.3593,958905.0,1401.9958,30.0,900.0
659320.3593,958875.0,1402.4211,30.0,900.0
659320.3593,958845.0,1402.9548,30.0,900.0
659320.3593,958815.0,1403.6785,30.0,900.0
659320.3593,958785.0,1404.2441,30.0,900.0
659320.3593,958755.0,1404.2732,30.0,900.0
659320.3593,958725.0,1404.7166,30.0,900.0
659320.3593,958695.0,1405.0251,30.0,900.0
659320.3593,958665.0,1405.2451,30.0,900.0
659320.3593,958635.0,1405.5742,30.0,900.0
659320.3593,958605.0,1406.1245,30.0,900.0
659350.3593,963885.0,1439.9303,5280.0,27878400.0
659350.3593,963855.0,1439.0529,30.0,900.0
659350.3593,963825.0,1438.0217,30.0,900.0
659350.3593,963795.0,1436.8035,30.0,900.0
659350.3593,963765.0,1435.8351,30.0,900.0
659350.3593,963735.0,1434.7374,30.0,900.0
659350.3593,963705.0,1431.0078,30.0,900.0
659350.3593,963675.0,1430.2782,30.0,900.0
659350.3593,963645.0,1430.0402,30.0,900.0
659350.3593,963615.0,1429.8547,30.0,900.0
659350.3593,963585.0,1429.9034,30.0,900.0
659350.3593,963555.0,1429.5569,30.0,900.0
659350.3593,963525.0,1426.4478,30.0,900.0
659350.3593,963495.0,1424.097,30.0,900.0
659350.3593,963465.0,1423.7784,30.0,900.0
659350.3593,963435.0,1423.797,30.0,900.0
659350.3593,963405.0,1423.537,30.0,900.0
659350.3593,963375.0,1422.4121,30.0,900.0
659350.3593,963345.0,1420.3729,30.0,900.0
659350.3593,963315.0,1419.9722,30.0,900.0
659350.3593,963285.0,1419.303,30.0,900.0
659350.3593,963255.0,1417.9072,30.0,900.0
659350.3593,963225.0,1416.7428,30.0,900.0
659350.3593,963195.0,1416.0035,30.0,900.0
659350.3593,963165.0,1416.132,30.0,900.0
659350.3593,963135.0,1416.4124,30.0,900.0
659350.3593,963105.0,1415.7446,30.0,900.0
659350.3593,963075.0,1414.9476,30.0,900.0
659350.3593,963045.0,1414.4503,30.0,900.0
659350.3593,963015.0,1414.3077,30.0,900.0
659350.3593,962985.0,1414.084,30.0,900.0
659350.3593,962955.0,1413.8457,30.0,900.0
659350.3593,962925.0,1413.5889,30.0,900.0
659350.3593,962895.0,1413.4155,30.0,900.0
659350.3593,962865.0,1413.2715,30.0,900.0
659350.3593,962835.0,1413.0991,30.0,900.0
659350.3593,962805.0,1412.9772,30.0,900.0
659350.3593,962775.0,1412.5078,30.0,900.0
659350.3593,962745.0,1412.6522,30.0,900.0
659350.3593,962715.0,1412.8749,30.0,900.0
659350.3593,962685.0,1413.0004,30.0,900.0
659350.3593,962655.0,1412.5959,30.0,900.0
659350.3593,962625.0,1412.3665,30.0,900.0
659350.3593,962595.0,1412.347,30.0,900.0
659350.3593,962565.0,1412.3721,30.0,900.0
659350.3593,962535.0,1412.361,30.0,900.0
659350.3593,962505.0,1411.8961,30.0,900.0
659350.3593,962475.0,1411.7072,30.0,900.0
659350.3593,962445.0,1411.7593,30.0,900.0
659350.3593,962415.0,1411.8125,30.0,900.0
659350.3593,962385.0,1411.8127,30.0,900.0
659350.3593,962355.0,1411.8264,30.0,900.0
659350.3593,962325.0,1411.7863,30.0,900.0
659350.3593,962295.0,1411.8984,30.0,900.0
659350.3593,962265.0,1412.2964,30.0,900.0
659350.3593,962235.0,1412.7592,30.0,900.0
659350.3593,962205.0,1412.4783,30.0,900.0
659350.3593,962175.0,1412.1947,30.0,900.0
659350.3593,962145.0,1412.0131,30.0,900.0
659350.3593,962115.0,1411.8947,30.0,900.0
659350.3593,962085.0,1411.8295,30.0,900.0
659350.3593,962055.0,1411.7321,30.0,900.0
659350.3593,962025.0,1411.4371,30.0,900.0
659350.3593,961995.0,1411.3004,30.0,900.0
659350.3593,961965.0,1411.8027,30.0,900.0
659350.3593,961935.0,1412.1564,30.0,900.0
659350.3593,961905.0,1412.6239,30.0,900.0
659350.3593,961875.0,1412.8002,30.0,900.0
659350.3593,961845.0,1412.1451,30.0,900.0
659350.3593,961815.0,1411.9429,30.0,900.0
659350.3593,961785.0,1412.0129,30.0,900.0
659350.3593,961755.0,1412.3118,30.0,900.0
659350.3593,961725.0,1412.5649,30.0,900.0
659350.3593,961695.0,1413.3845,30.0,900.0
659350.3593,961665.0,1413.8895,30.0,900.0
659350.3593,961635.0,1413.7428,30.0,900.0
659350.3593,961605.0,1413.7511,30.0,900.0
659350.3593,961575.0,1413.9927,30.0,900.0
659350.3593,961545.0,1414.0385,30.0,900.0
659350.3593,961515.0,1413.8857,30.0,900.0
659350.3593,961485.0,1413.2551,30.0,900.0
659350.3593,961455.0,1412.8983,30.0,900.0
659350.3593,961425.0,1412.8141,30.0,900.0
659350.3593,961395.0,1412.7727,30.0,900.0
659350.3593,961365.0,1412.7816,30.0,900.0
659350.3593,961335.0,1412.7205,30.0,900.0
659350.3593,961305.0,1412.996,30.0,900.0
659350.3593,961275.0,1413.2772,30.0,900.0
659350.3593,961245.0,1413.4635,30.0,900.0
659350.3593,961215.0,1413.2568,30.0,900.0
659350.3593,961185.0,1411.6522,30.0,900.0
659350.3593,961155.0,1411.0635,30.0,900.0
659350.3593,961125.0,1411.0135,30.0,900.0
659350.3593,961095.0,1410.9561,30.0,900.0
659350.3593,961065.0,1410.9237,30.0,900.0
659350.3593,961035.0,1411.0867,30.0,900.0
659350.3593,961005.0,1411.2518,30.0,900.0
659350.3593,960975.0,1411.4077,30.0,900.0
659350.3593,960945.0,1411.4989,30.0,900.0
659350.3593,960915.0,1411.5895,30.0,900.0
659350.3593,960885.0,1411.6959,30.0,900.0
659350.3593,960855.0,1411.7651,30.0,900.0
659350.3593,960825.0,1411.7963,30.0,900.0
659350.3593,960795.0,1411.0791,30.0,900.0
659350.3593,960765.0,1410.0629,30.0,900.0
659350.3593,960735.0,1409.1368,30.0,900.0
659350.3593,960705.0,1408.2875,30.0,900.0
659350.3593,960675.0,1407.848,30.0,900.0
659350.3593,960645.0,1407.9865,30.0,900.0
659350.3593,960615.0,1407.4268,30.0,900.0
659350.3593,960585.0,1406.6022,30.0,900.0
659350.3593,960555.0,1406.6964,30.0,900.0
659350.3593,960525.0,1406.4338,30.0,900.0
659350.3593,960495.0,1406.4863,30.0,900.0
659350.3593,960465.0,1407.0378,30.0,900.0
659350.3593,960435.0,1407.2667,30.0,900.0
659350.3593,960405.0,1407.2444,30.0,900.0
659350.3593,960375.0,1407.2347,30.0,900.0
659350.3593,960345.0,1407.097,30.0,900.0
659350.3593,960315.0,1406.3156,30.0,900.0
659350.3593,960285.0,1405.8524,30.0,900.0
659350.3593,960255.0,1406.6797,30.0,900.0
659350.3593,960225.0,1407.1442,30.0,900.0
659350.3593,960195.0,1406.8838,30.0,900.0
659350.3593,960165.0,1406.6427,30.0,900.0
659350.3593,960135.0,1406.5436,30.0,900.0
659350.3593,960105.0,1406.476,30.0,900.0
659350.3593,960075.0,1406.4236,30.0,900.0
659350.3593,960045.0,1406.3171,30.0,900.0
659350.3593,960015.0,1406.191,30.0,900.0
659350.3593,959985.0,1405.9496,30.0,900.0
659350.3593,959955.0,1405.7554,30.0,900.0
659350.3593,959925.0,1405.6587,30.0,900.0
659350.3593,959895.0,1405.4673,30.0,900.0
659350.3593,959865.0,1405.3573,30.0,900.0
659350.3593,959835.0,1405.2374,30.0,900.0
659350.3593,959805.0,1404.9825,30.0,900.0
659350.3593,959775.0,1404.8373,30.0,900.0
659350.3593,959745.0,1404.7443,30.0,900.0
659350.3593,959715.0,1404.8397,30.0,900.0
659350.3593,959685.0,1404.5961,30.0,900.0
659350.3593,959655.0,1404.3672,30.0,900.0
659350.3593,959625.0,1404.3102,30.0,900.0
659350.3593,959595.0,1404.5847,30.0,900.0
659350.3593,959565.0,1404.6163,30.0,900.0
659350.3593,959535.0,1404.4723,30.0,900.0
659350.3593,959505.0,1404.9307,30.0,900.0
659350.3593,959475.0,1404.9818,30.0,900.0
659350.3593,959445.0,1404.7201,30.0,900.0
659350.3593,959415.0,1403.7698,30.0,900.0
659350.3593,959385.0,1402.34,30.0,900.0
659350.3593,959355.0,1401.7189,30.0,900.0
659350.3593,959325.0,1401.4827,30.0,900.0
659350.3593,959295.0,1401.8461,30.0,900.0
659350.3593,959265.0,1402.8774,30.0,900.0
659350.3593,959235.0,1402.583,30.0,900.0
659350.3593,959205.0,1402.2009,30.0,900.0
659350.3593,959175.0,1402.3663,30.0,900.0
659350.3593,959145.0,1402.6005,30.0,900.0
659350.3593,959115.0,1402.9619,30.0,900.0
659350.3593,959085.0,1402.7543,30.0,900.0
659350.3593,959055.0,1402.2245,30.0,900.0
659350.3593,959025.0,1398.7194,30.0,900.0
659350.3593,958995.0,1386.2614,30.0,900.0
659350.3593,958965.0,1399.3385,30.0,900.0
659350.3593,958935.0,1402.275,30.0,900.0
659350.3593,958905.0,1402.1824,30.0,900.0
659350.3593,958875.0,1402.597,30.0,900.0
659350.3593,958845.0,1403.0135,30.0,900.0
659350.3593,958815.0,1403.7585,30.0,900.0
659350.3593,958785.0,1404.1976,30.0,900.0
659350.3593,958755.0,1404.1763,30.0,900.0
659350.3593,958725.0,1405.3373,30.0,900.0
659350.3593,958695.0,1405.4072,30.0,900.0
659350.3593,958665.0,1405.4603,30.0,900.0
659350.3593,958635.0,1405.7595,30.0,900.0
659350.3593,958605.0,1406.0359,30.0,900.0
659380.3593,963885.0,1439.8909,5280.0,27878400.0
659380.3593,963855.0,1439.3234,30.0,900.0
659380.3593,963825.0,1438.2927,30.0,900.0
659380.3593,963795.0,1437.1289,30.0,900.0
659380.3593,963765.0,1435.7664,30.0,900.0
659380.3593,963735.0,1434.4607,30.0,900.0
659380.3593,963705.0,1431.8917,30.0,900.0
659380.3593,963675.0,1431.2991,30.0,900.0
659380.3593,963645.0,1432.0349,30.0,900.0
659380.3593,963615.0,1431.8408,30.0,900.0
659380.3593,963585.0,1431.5582,30.0,900.0
659380.3593,963555.0,1430.6018,30.0,900.0
659380.3593,963525.0,1426.7227,30.0,900.0
659380.3593,963495.0,1424.3186,30.0,900.0
659380.3593,963465.0,1423.9733,30.0,900.0
659380.3593,963435.0,1423.816,30.0,900.0
659380.3593,963405.0,1423.1359,30.0,900.0
659380.3593,963375.0,1422.422,30.0,900.0
659380.3593,963345.0,1420.9625,30.0,900.0
659380.3593,963315.0,1420.2855,30.0,900.0
659380.3593,963285.0,1420.8109,30.0,900.0
659380.3593,963255.0,1418.3887,30.0,900.0
659380.3593,963225.0,1416.9445,30.0,900.0
659380.3593,963195.0,1416.1683,30.0,900.0
659380.3593,963165.0,1416.2535,30.0,900.0
659380.3593,963135.0,1416.4397,30.0,900.0
659380.3593,963105.0,1415.8159,30.0,900.0
659380.3593,963075.0,1415.0917,30.0,900.0
659380.3593,963045.0,1414.5802,30.0,900.0
659380.3593,963015.0,1414.4603,30.0,900.0
659380.3593,962985.0,1414.322,30.0,900.0
659380.3593,962955.0,1414.0715,30.0,900.0
659380.3593,962925.0,1413.7014,30.0,900.0
659380.3593,962895.0,1413.5062,30.0,900.0
659380.3593,962865.0,1413.4733,30.0,900.0
659380.3593,962835.0,1413.4625,30.0,900.0
659380.3593,962805.0,1413.319,30.0,900.0
659380.3593,962775.0,1412.7579,30.0,900.0
659380.3593,962745.0,1412.7883,30.0,900.0
659380.3593,962715.0,1412.9684,30.0,900.0
659380.3593,962685.0,1413.2235,30.0,900.0
659380.3593,962655.0,1412.7377,30.0,900.0
659380.3593,962625.0,1412.7417,30.0,900.0
659380.3593,962595.0,1412.645,30.0,900.0
659380.3593,962565.0,1412.6094,30.0,900.0
659380.3593,962535.0,1412.5378,30.0,900.0
659380.3593,962505.0,1412.2811,30.0,900.0
659380.3593,962475.0,1412.2207,30.0,900.0
659380.3593,962445.0,1412.1919,30.0,900.0
659380.3593,962415.0,1412.1036,30.0,900.0
659380.3593,962385.0,1411.8849,30.0,900.0
659380.3593,962355.0,1412.0554,30.0,900.0
659380.3593,962325.0,1412.0668,30.0,900.0
659380.3593,962295.0,1412.1539,30.0,900.0
659380.3593,962265.0,1412.5925,30.0,900.0
659380.3593,962235.0,1412.9462,30.0,900.0
659380.3593,962205.0,1412.719,30.0,900.0
659380.3593,962175.0,1412.4276,30.0,900.0
659380.3593,962145.0,1412.3048,30.0,900.0
659380.3593,962115.0,1412.2407,30.0,900.0
659380.3593,962085.0,1412.0935,30.0,900.0
659380.3593,962055.0,1411.9067,30.0,900.0
659380.3593,962025.0,1411.5604,30.0,900.0
659380.3593,961995.0,1411.3754,30.0,900.0
659380.3593,961965.0,1411.7417,30.0,900.0
659380.3593,961935.0,1412.0938,30.0,900.0
659380.3593,961905.0,1412.4755,30.0,900.0
659380.3593,961875.0,1412.9889,30.0,900.0
659380.3593,961845.0,1412.8267,30.0,900.0
659380.3593,961815.0,1412.6237,30.0,900.0
659380.3593,961785.0,1412.5537,30.0,900.0
659380.3593,961755.0,1412.8159,30.0,900.0
659380.3593,961725.0,1413.1074,30.0,900.0
659380.3593,961695.0,1413.4404,30.0,900.0
659380.3593,961665.0,1413.8942,30.0,900.0
659380.3593,961635.0,1413.9285,30.0,900.0
659380.3593,961605.0,1413.9401,30.0,900.0
659380.3593,961575.0,1414.0563,30.0,900.0
659380.3593,961545.0,1414.1516,30.0,900.0
659380.3593,961515.0,1414.1549,30.0,900.0
659380.3593,961485.0,1413.5404,30.0,900.0
659380.3593,961455.0,1413.2396,30.0,900.0
659380.3593,961425.0,1413.2231,30.0,900.0
659380.3593,961395.0,1413.1741,30.0,900.0
659380.3593,961365.0,1413.1257,30.0,900.0
659380.3593,961335.0,1413.1947,30.0,900.0
659380.3593,961305.0,1413.5009,30.0,900.0
659380.3593,961275.0,1413.7863,30.0,900.0
659380.3593,961245.0,1413.9519,30.0,900.0
659380.3593,961215.0,1413.4307,30.0,900.0
659380.3593,961185.0,1411.8566,30.0,900.0
659380.3593,961155.0,1411.4023,30.0,900.0
659380.3593,961125.0,1411.3577,30.0,900.0
659380.3593,961095.0,1411.1162,30.0,900.0
659380.3593,961065.0,1411.1163,30.0,900.0
659380.3593,961035.0,1411.4014,30.0,900.0
659380.3593,961005.0,1411.5602,30.0,900.0
659380.3593,960975.0,1411.5269,30.0,900.0
659380.3593,960945.0,1411.3605,30.0,900.0
659380.3593,960915.0,1411.5022,30.0,900.0
659380.3593,960885.0,1411.6617,30.0,900.0
659380.3593,960855.0,1411.7383,30.0,900.0
659380.3593,960825.0,1411.7504,30.0,900.0
659380.3593,960795.0,1410.9539,30.0,900.0
659380.3593,960765.0,1409.9427,30.0,900.0
659380.3593,960735.0,1408.969,30.0,900.0
659380.3593,960705.0,1408.1212,30.0,900.0
659380.3593,960675.0,1407.6571,30.0,900.0
659380.3593,960645.0,1407.8799,30.0,900.0
659380.3593,960615.0,1407.376,30.0,900.0
659380.3593,960585.0,1406.6354,30.0,900.0
659380.3593,960555.0,1406.7321,30.0,900.0
659380.3593,960525.0,1406.4594,30.0,900.0
659380.3593,960495.0,1406.0842,30.0,900.0
659380.3593,960465.0,1406.7417,30.0,900.0
659380.3593,960435.0,1407.5627,30.0,900.0
659380.3593,960405.0,1408.0897,30.0,900.0
659380.3593,960375.0,1407.9584,30.0,900.0
659380.3593,960345.0,1407.7159,30.0,900.0
659380.3593,960315.0,1407.0281,30.0,900.0
659380.3593,960285.0,1406.2008,30.0,900.0
659380.3593,960255.0,1406.8788,30.0,900.0
659380.3593,960225.0,1407.5911,30.0,900.0
659380.3593,960195.0,1407.2209,30.0,900.0
659380.3593,960165.0,1407.1068,30.0,900.0
659380.3593,960135.0,1407.0341,30.0,900.0
659380.3593,960105.0,1407.0762,30.0,900.0
659380.3593,960075.0,1406.8198,30.0,900.0
659380.3593,960045.0,1406.6897,30.0,900.0
659380.3593,960015.0,1406.4995,30.0,900.0
659380.3593,959985.0,1406.5083,30.0,900.0
659380.3593,959955.0,1406.3193,30.0,900.0
659380.3593,959925.0,1406.5605,30.0,900.0
659380.3593,959895.0,1406.4769,30.0,900.0
659380.3593,959865.0,1406.661,30.0,900.0
659380.3593,959835.0,1406.5653,30.0,900.0
659380.3593,959805.0,1406.5861,30.0,900.0
659380.3593,959775.0,1406.6548,30.0,900.0
659380.3593,959745.0,1405.9242,30.0,900.0
659380.3593,959715.0,1405.8893,30.0,900.0
659380.3593,959685.0,1405.9469,30.0,900.0
659380.3593,959655.0,1405.0537,30.0,900.0
659380.3593,959625.0,1404.7787,30.0,900.0
659380.3593,959595.0,1404.8171,30.0,900.0
659380.3593,959565.0,1404.827,30.0,900.0
659380.3593,959535.0,1404.7771,30.0,900.0
659380.3593,959505.0,1405.0416,30.0,900.0
659380.3593,959475.0,1404.839,30.0,900.0
659380.3593,959445.0,1404.3983,30.0,900.0
659380.3593,959415.0,1403.5641,30.0,900.0
659380.3593,959385.0,1401.9199,30.0,900.0
659380.3593,959355.0,1401.6134,30.0,900.0
659380.3593,959325.0,1401.5403,30.0,900.0
659380.3593,959295.0,1401.5171,30.0,900.0
659380.3593,959265.0,1402.5883,30.0,900.0
659380.3593,959235.0,1402.582,30.0,900.0
659380.3593,959205.0,1402.2372,30.0,900.0
659380.3593,959175.0,1401.928,30.0,900.0
659380.3593,959145.0,1402.639,30.0,900.0
659380.3593,959115.0,1403.1516,30.0,900.0
659380.3593,959085.0,1402.9646,30.0,900.0
659380.3593,959055.0,1402.3118,30.0,900.0
659380.3593,959025.0,1398.6735,30.0,900.0
659380.3593,958995.0,1386.3534,30.0,900.0
659380.3593,958965.0,1399.6947,30.0,900.0
659380.3593,958935.0,1402.4032,30.0,900.0
659380.3593,958905.0,1403.4216,30.0,900.0
659380.3593,958875.0,1402.7483,30.0,900.0
659380.3593,958845.0,1403.0641,30.0,900.0
659380.3593,958815.0,1403.7578,30.0,900.0
659380.3593,958785.0,1404.3093,30.0,900.0
659380.3593,958755.0,1404.3457,30.0,900.0
659380.3593,958725.0,1405.5225,30.0,900.0
659380.3593,958695.0,1405.624,30.0,900.0
659380.3593,958665.0,1405.7013,30.0,900.0
659380.3593,958635.0,1406.1193,30.0,900.0
659380.3593,958605.0,1406.3584,30.0,900.0
659410.3593,963885.0,1439.4757,5280.0,27878400.0
659410.3593,963855.0,1438.9172,30.0,900.0
659410.3593,963825.0,1437.9071,30.0,900.0
659410.3593,963795.0,1436.6572,30.0,900.0
659410.3593,963765.0,1435.1477,30.0,900.0
