Structure_Name,Time_hrs,Inflow_cfs,Outflow_cfs
CULV_129B,5.2,0.0,-6.97
CULV_129B,5.3,0.0,-6.36
CULV_129B,5.4,0.0,-6.39
CULV_129B,5.5,0.0,-6.71
CULV_129B,5.6,0.0,-6.4
CULV_129B,5.7,0.0,-5.71
CULV_129B,5.8,0.0,-5.25
CULV_129B,5.9,0.0,-4.94
CULV_129B,6.0,0.0,-4.53
CULV_129B,6.1,0.0,-4.22
CULV_129B,6.2,0.0,-3.71
CULV_129B,6.3,0.0,-3.6
CULV_129B,6.4,0.0,-3.44
CULV_129B,6.5,0.0,-3.1
CULV_129B,6.6,0.0,-2.94
CULV_129B,6.7,0.0,-2.81
CULV_129B,6.8,0.0,-2.69
CULV_129B,6.9,0.0,-2.59
CULV_129B,7.0,0.0,-2.49
CULV_129B,7.1,0.0,-2.39
CULV_129B,7.2,0.0,-2.3
CULV_129B,7.3,0.0,-2.21
CULV_129B,7.4,0.0,-2.13
CULV_129B,7.5,0.0,-2.05
CULV_129B,7.6,0.0,-1.97
CULV_129B,7.7,0.0,-1.9
CULV_129B,7.8,0.0,-1.83
CULV_129B,7.9,0.0,-1.77
CULV_129B,8.0,0.0,-1.71
CULV_129B,8.1,0.0,-1.67
CULV_129B,8.2,0.0,-1.63
CULV_129B,8.3,0.0,-1.59
CULV_129B,8.4,0.0,-1.56
CULV_129B,8.5,0.0,-1.52
CULV_129B,8.6,0.0,-1.49
CULV_129B,8.7,0.0,-1.46
CULV_129B,8.8,0.0,-1.43
CULV_129B,8.9,0.0,-1.4
CULV_129B,9.0,0.0,-1.37
CULV_129B,9.1,0.0,-1.34
CULV_129B,9.2,0.0,-1.31
CULV_129B,9.3,0.0,-1.28
CULV_129B,9.4,0.0,-1.26
CULV_129B,9.5,0.0,-1.23
CULV_129B,9.6,0.0,-1.21
CULV_129B,9.7,0.0,-1.18
CULV_129B,9.8,0.0,-1.16
CULV_129B,9.9,0.0,-1.14
CULV_129B,10.0,0.0,-1.12
CULV_129C,0.1,0.0,0.0
CULV_129C,0.2,0.0,0.0
CULV_129C,0.3,0.0,0.0
CULV_129C,0.4,0.0,0.0
CULV_129C,0.5,0.0,0.0
CULV_129C,0.6,0.0,0.0
CULV_129C,0.7,0.0,0.0
CULV_129C,0.8,0.0,0.0
CULV_129C,0.9,0.0,0.0
CULV_129C,1.0,0.0,0.0
CULV_129C,1.1,0.0,0.0
CULV_129C,1.2,0.0,0.0
CULV_129C,1.3,0.0,0.0
CULV_129C,1.4,0.0,0.0
CULV_129C,1.5,0.0,0.0
CULV_129C,1.6,0.0,0.0
CULV_129C,1.7,0.0,0.0
CULV_129C,1.8,0.0,0.0
CULV_129C,1.9,0.0,0.0
CULV_129C,2.0,0.0,0.0
CULV_129C,2.1,0.0,0.0
CULV_129C,2.2,0.0,0.0
CULV_129C,2.3,0.0,0.0
CULV_129C,2.4,0.0,0.0
CULV_129C,2.5,0.0,0.0
CULV_129C,2.6,0.0,0.0
CULV_129C,2.7,0.0,0.0
CULV_129C,2.8,0.0,0.0
CULV_129C,2.9,0.0,0.0
CULV_129C,3.0,0.0,0.0
CULV_129C,3.1,0.0,0.0
CULV_129C,3.2,0.0,0.0
CULV_129C,3.3,0.0,0.0
CULV_129C,3.4,0.0,0.0
CULV_129C,3.5,0.0,0.0
CULV_129C,3.6,0.0,0.0
CULV_129C,3.7,0.0,0.0
CULV_129C,3.8,0.0,0.0
CULV_129C,3.9,0.0,-0.18
CULV_129C,4.0,0.0,-2.21
CULV_129C,4.1,0.0,-7.45
CULV_129C,4.2,0.0,-7.34
CULV_129C,4.3,0.0,-7.97
CULV_129C,4.4,0.0,-9.03
CULV_129C,4.5,0.0,-9.73
CULV_129C,4.6,0.0,-10.22
CULV_129C,4.7,0.0,-10.22
CULV_129C,4.8,0.0,-9.7
CULV_129C,4.9,0.0,-9.09
CULV_129C,5.0,0.0,-8.39
CULV_129C,5.1,0.0,-7.57
CULV_129C,5.2,0.0,-6.97
CULV_129C,5.3,0.0,-6.36
CULV_129C,5.4,0.0,-6.39
CULV_129C,5.5,0.0,-6.71
CULV_129C,5.6,0.0,-6.4
CULV_129C,5.7,0.0,-5.71
CULV_129C,5.8,0.0,-5.25
CULV_129C,5.9,0.0,-4.94
CULV_129C,6.0,0.0,-4.53
CULV_129C,6.1,0.0,-4.22
CULV_129C,6.2,0.0,-3.71
CULV_129C,6.3,0.0,-3.6
CULV_129C,6.4,0.0,-3.44
CULV_129C,6.5,0.0,-3.1
CULV_129C,6.6,0.0,-2.94
CULV_129C,6.7,0.0,-2.81
CULV_129C,6.8,0.0,-2.69
CULV_129C,6.9,0.0,-2.59
CULV_129C,7.0,0.0,-2.49
CULV_129C,7.1,0.0,-2.39
CULV_129C,7.2,0.0,-2.3
CULV_129C,7.3,0.0,-2.21
CULV_129C,7.4,0.0,-2.13
CULV_129C,7.5,0.0,-2.05
CULV_129C,7.6,0.0,-1.97
CULV_129C,7.7,0.0,-1.9
CULV_129C,7.8,0.0,-1.83
CULV_129C,7.9,0.0,-1.77
CULV_129C,8.0,0.0,-1.71
CULV_129C,8.1,0.0,-1.67
CULV_129C,8.2,0.0,-1.63
CULV_129C,8.3,0.0,-1.59
CULV_129C,8.4,0.0,-1.56
CULV_129C,8.5,0.0,-1.52
CULV_129C,8.6,0.0,-1.49
CULV_129C,8.7,0.0,-1.46
CULV_129C,8.8,0.0,-1.43
CULV_129C,8.9,0.0,-1.4
CULV_129C,9.0,0.0,-1.37
CULV_129C,9.1,0.0,-1.34
CULV_129C,9.2,0.0,-1.31
CULV_129C,9.3,0.0,-1.28
CULV_129C,9.4,0.0,-1.26
CULV_129C,9.5,0.0,-1.23
CULV_129C,9.6,0.0,-1.21
CULV_129C,9.7,0.0,-1.18
CULV_129C,9.8,0.0,-1.16
CULV_129C,9.9,0.0,-1.14
CULV_129C,10.0,0.0,-1.12
